Word,PoS,KM_Count,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit,N
hunting,Noun,-0.015,0.489125987,-66.05161149,0.487604402,14,15,38,-1.73880597,-0.029852963,-46800,-0.043502911,-0.049592554,-1.73880597,67
grip,Noun,0.017,0.488576181,-14.75642293,0.490961272,15,14,29,3.086206897,0.034486176,-45100,-0.045703231,-0.036158852,3.086206897,58
psychosis,Noun,-0.06,0.488560688,-16.94552372,0.490672298,18,22,27,-8.455223881,-0.119545151,-25600,-0.045765234,-0.037315138,-8.455223881,67
jolt,Noun,-0.031,0.488500281,-32.95279011,0.482429784,9,11,45,-4.115384615,-0.061557893,27700,-0.046006988,-0.070309815,-4.115384615,65
junction,Noun,-0.036,0.488447819,-64.03675544,0.483854796,10,12,34,-4.857142857,-0.071458964,-900,-0.046216951,-0.064603277,-4.857142857,56
cuss,Noun,-0.015,0.48842551,0.040248938,0.488470192,14,15,36,-1.807692308,-0.030771659,-24800,-0.046306233,-0.046127409,-1.807692308,65
ransom,Noun,0,0.488424577,-22.58328569,0.492058289,11,11,46,0.5,0,-24800,-0.046309966,-0.031769515,0.5,68
patient,Noun,0,0.48840932,-82.53123417,0.488690291,16,16,24,0.5,0,-61500,-0.046371026,-0.045246554,0.5,56
counterattack,Noun,0,0.488246,-32.63158479,0.489099474,8,8,44,0.5,0,-21000,-0.047024663,-0.043609015,0.5,60
seating,Noun,-0.06,0.487948282,-58.84015097,0.483948183,9,13,45,-8.455223881,-0.119545151,10300,-0.048216211,-0.06422934,-8.455223881,67
cameo,Noun,-0.085,0.487788129,13.74818117,0.48581675,8,13,38,-12.21186441,-0.169899037,34100,-0.048857202,-0.056748224,-12.21186441,59
underdog,Noun,-0.061,0.487444782,-20.0576848,0.488216479,10,14,42,-8.590909091,-0.121360857,-1900,-0.050231431,-0.047142814,-8.590909091,66
copyright,Noun,-0.077,0.487427456,8.62403292,0.49306654,8,12,32,-11.03846154,-0.15415068,-14000,-0.050300779,-0.027735619,-11.03846154,52
scorn,Noun,-0.033,0.487120865,-60.12941855,0.486985537,11,13,37,-4.418032787,-0.065597282,-66600,-0.051527937,-0.052069614,-4.418032787,61
grader,Noun,-0.069,0.487019416,-122.0435207,0.481908834,7,11,40,-9.844827586,-0.138150338,-23100,-0.051934004,-0.072396266,-9.844827586,58
savior,Noun,-0.031,0.486919806,2.148432918,0.488970664,8,10,46,-4.1875,-0.062520357,-33100,-0.052332715,-0.0441245,-4.1875,64
fee,Noun,-0.016,0.486853403,-98.85560435,0.485267083,12,13,37,-1.919354839,-0.032260862,-14800,-0.052598511,-0.05894873,-1.919354839,62
gardening,Noun,-0.065,0.486801933,-13.03980017,0.489814618,5,9,48,-9.177419355,-0.129211731,11700,-0.052804536,-0.040747167,-9.177419355,62
neurosis,Noun,-0.049,0.486653142,15.05668458,0.481837098,13,16,32,-6.87704918,-0.098440073,-51000,-0.053400117,-0.072683589,-6.87704918,61
brigade,Noun,-0.059,0.486562048,59.68212065,0.489794331,6,10,52,-8.323529412,-0.117783036,-6100,-0.053764757,-0.040828349,-8.323529412,68
wrapper,Noun,-0.034,0.486345548,-47.96886046,0.487226136,12,14,32,-4.672413793,-0.068992871,3000,-0.054631392,-0.051106576,-4.672413793,58
backwoods,Noun,-0.077,0.486221959,34.14299641,0.494042296,8,13,44,-11.03846154,-0.15415068,23000,-0.055126122,-0.023831944,-11.03846154,65
sterling,Noun,-0.015,0.485980546,-52.34454139,0.493611673,11,12,43,-1.772727273,-0.030305349,-24000,-0.056092518,-0.025554697,-1.772727273,66
mutilation,Noun,-0.074,0.485909564,-39.54200016,0.476351123,13,18,37,-10.52941176,-0.147324715,-1500,-0.056376672,-0.094666141,-10.52941176,68
silence,Noun,-0.045,0.48585632,19.91215224,0.482048583,13,16,38,-6.21641791,-0.089612159,-20500,-0.056589818,-0.071836545,-6.21641791,67
piracy,Noun,0,0.485768145,-30.85297446,0.484351809,9,9,41,0.5,0,-43200,-0.056942802,-0.062613214,0.5,59
hemisphere,Noun,-0.048,0.485722891,-35.14194689,0.48011253,12,15,36,-6.642857143,-0.09531018,-9400,-0.057123964,-0.07959187,-6.642857143,63
bloodshed,Noun,-0.017,0.485710865,-63.21714685,0.4812009,10,11,37,-2.086206897,-0.034486176,-41100,-0.057172109,-0.075231863,-2.086206897,58
misfire,Noun,0.016,0.485710577,-102.2417403,0.483796624,9,8,45,2.919354839,0.032260862,-46100,-0.057173259,-0.064836208,2.919354839,62
parenting,Noun,-0.085,0.485632252,-72.05466337,0.480955094,10,15,34,-12.21186441,-0.169899037,2300,-0.057486817,-0.076216497,-12.21186441,59
newcomer,Noun,-0.057,0.485624779,-30.5242121,0.486312516,8,11,34,-7.990566038,-0.113328685,-50400,-0.057516735,-0.054763619,-7.990566038,53
waterworks,Noun,-0.121,0.485430559,10.08626631,0.485394799,7,15,44,-17.68181818,-0.243622083,45500,-0.058294268,-0.058437427,-17.68181818,66
vigilante,Noun,-0.082,0.485253913,-100.9309696,0.493789139,10,15,36,-11.79508197,-0.164303051,14200,-0.05900146,-0.024844723,-11.79508197,61
southwest,Noun,-0.069,0.484989363,3.037445097,0.480130518,10,14,34,-9.844827586,-0.138150338,-48100,-0.060060596,-0.079519806,-9.844827586,58
panic,Noun,-0.115,0.484934457,-1.165416767,0.494484961,9,16,36,-16.71311475,-0.230523659,65900,-0.060280419,-0.022061051,-16.71311475,61
heartache,Noun,-0.103,0.484892469,57.28634433,0.48066806,15,21,22,-15.01724138,-0.207639365,60600,-0.060448524,-0.077366329,-15.01724138,58
strand,Noun,0,0.484830671,-18.88810012,0.483804198,15,15,32,0.5,0,-67100,-0.060695942,-0.064805878,0.5,62
recording,Noun,-0.015,0.484666555,-34.18081135,0.48536026,14,15,37,-1.772727273,-0.030305349,-35400,-0.06135302,-0.058575701,-1.772727273,66
seniority,Noun,-0.038,0.484575509,-59.31215027,0.480633266,8,10,34,-5.269230769,-0.076961041,-18100,-0.061717549,-0.077505713,-5.269230769,52
symmetry,Noun,-0.029,0.48456949,-66.7956758,0.483552947,15,17,36,-3.911764706,-0.0588405,-1400,-0.061741648,-0.065811954,-3.911764706,68
peeper,Noun,-0.065,0.484416538,-28.09287713,0.480092701,11,15,36,-9.177419355,-0.129211731,12800,-0.062354044,-0.079671313,-9.177419355,62
midtown,Noun,-0.059,0.484220456,-71.35818632,0.482696847,17,21,30,-8.323529412,-0.117783036,-27400,-0.063139142,-0.069240263,-8.323529412,68
motto,Noun,0,0.484091568,-61.32652987,0.475323096,11,11,35,0.5,0,-66200,-0.063655214,-0.098787877,0.5,57
doomsday,Noun,-0.063,0.484054784,-34.51040664,0.473229006,8,12,43,-9.023809524,-0.127155175,-45400,-0.063802497,-0.107186482,-9.023809524,63
quad,Noun,-0.076,0.483996544,-61.54178901,0.484585348,7,12,47,-10.86363636,-0.151806013,1800,-0.064035699,-0.061678154,-10.86363636,66
corps,Noun,-0.046,0.483719809,-41.1864071,0.476157353,13,16,36,-6.423076923,-0.09237332,-37600,-0.06514379,-0.095442973,-6.423076923,65
swirl,Noun,-0.106,0.483501654,65.77295835,0.485122794,11,18,37,-15.40909091,-0.212921997,3000,-0.066017351,-0.059526395,-15.40909091,66
filtration,Noun,-0.091,0.483313909,-22.21938021,0.486323713,12,17,26,-13.13636364,-0.182321557,-44800,-0.06676916,-0.054718798,-13.13636364,55
prescription,Noun,-0.061,0.482953356,-59.88105953,0.486727291,17,21,28,-8.590909091,-0.121360857,7600,-0.068213015,-0.053103312,-8.590909091,66
vandalism,Noun,-0.038,0.482937199,-108.0702885,0.481618292,11,13,29,-5.160377358,-0.075507553,-40100,-0.068277716,-0.073559983,-5.160377358,53
vagabond,Noun,-0.162,0.482725589,0.429059427,0.486822885,6,17,45,-23.76470588,-0.326396585,82500,-0.069125157,-0.052720669,-23.76470588,68
simpleton,Noun,-0.03,0.482649598,-23.61383422,0.477706805,9,11,46,-4.045454545,-0.060624622,-10300,-0.069429484,-0.089231942,-4.045454545,66
survivor,Noun,-0.06,0.482535378,-67.72940158,0.482126494,13,17,37,-8.455223881,-0.119545151,-11800,-0.069886918,-0.071524499,-8.455223881,67
hedge,Noun,-0.122,0.482470286,63.0642465,0.480879651,12,18,19,-17.86734694,-0.24613307,-2400,-0.070147607,-0.076518709,-17.86734694,49
township,Noun,-0.077,0.48240813,-69.49241811,0.479304589,7,12,46,-11.03846154,-0.15415068,-23800,-0.070396536,-0.082828968,-11.03846154,65
heirloom,Noun,-0.145,0.482296834,-21.09427105,0.480224559,10,19,33,-21.27419355,-0.292387963,-5400,-0.070842277,-0.079143048,-21.27419355,62
transporter,Noun,-0.044,0.482276366,-49.6572961,0.485919028,17,20,31,-6.117647059,-0.088292607,-44100,-0.07092425,-0.056338786,-6.117647059,68
tinkle,Noun,-0.083,0.482219366,-41.18031346,0.482670529,9,14,37,-12,-0.167054085,8600,-0.071152539,-0.069345659,-12,60
gambling,Noun,-0.076,0.482159481,57.20944548,0.483817141,9,14,43,-10.86363636,-0.151806013,-31200,-0.071392383,-0.064754053,-10.86363636,66
blockbuster,Noun,-0.071,0.482041448,64.61183579,0.489004077,9,13,34,-10.21428571,-0.143100844,-900,-0.07186512,-0.043990786,-10.21428571,56
socialite,Noun,-0.059,0.481793637,-65.54003166,0.484385908,14,18,36,-8.323529412,-0.117783036,-18300,-0.072857666,-0.062476683,-8.323529412,68
clatter,Noun,-0.034,0.481735194,-98.64544183,0.474947113,11,13,35,-4.584745763,-0.067822596,-37400,-0.073091747,-0.100295539,-4.584745763,59
nickname,Noun,-0.128,0.481531731,8.182121446,0.481304474,5,11,31,-18.64893617,-0.256719847,-17200,-0.073906698,-0.074816984,-18.64893617,47
detonation,Noun,-0.107,0.481430459,31.56272949,0.482162032,2,8,46,-15.57142857,-0.21511138,2700,-0.074312342,-0.071382165,-15.57142857,56
slurp,Noun,-0.197,0.48141899,45.28314764,0.483314937,6,18,37,-29.00819672,-0.398639143,95700,-0.074358282,-0.066765043,-29.00819672,61
accelerator,Noun,-0.052,0.481415294,-3.216015779,0.475321283,11,14,33,-7.25862069,-0.103540679,-36800,-0.074373089,-0.098795148,-7.25862069,58
party,Noun,-0.091,0.481385988,-54.31997619,0.485707779,4,8,32,-13.13636364,-0.182321557,-47000,-0.074490472,-0.057184461,-13.13636364,44
hero,Noun,-0.052,0.481371675,-34.68629449,0.481529402,11,14,33,-7.25862069,-0.103540679,-23200,-0.074547804,-0.073916029,-7.25862069,58
administrator,Noun,-0.127,0.481358883,55.81514847,0.484025024,8,16,39,-18.54761905,-0.255346692,7000,-0.074599046,-0.063921659,-18.54761905,63
surgery,Noun,-0.07,0.48132211,-8.734037955,0.480613856,12,16,29,-10.02631579,-0.140581951,-1200,-0.07474634,-0.077583469,-10.02631579,57
nutshell,Noun,-0.105,0.481316714,-33.67288738,0.482300861,9,15,33,-15.28947368,-0.211309094,-10400,-0.074767957,-0.070826147,-15.28947368,57
madhouse,Noun,-0.074,0.480947101,-84.1754966,0.480260183,5,9,40,-10.61111111,-0.148420005,-25600,-0.076248515,-0.079000328,-10.61111111,54
scuff,Noun,-0.061,0.480915472,-34.43909031,0.485435222,10,14,42,-8.590909091,-0.121360857,-30200,-0.076375215,-0.058275599,-8.590909091,66
bidder,Noun,-0.103,0.480576955,27.70864442,0.475749628,5,12,51,-14.94117647,-0.206614249,12800,-0.077731294,-0.097077656,-14.94117647,68
silencer,Noun,-0.091,0.480513261,-81.37103618,0.477598551,7,13,46,-13.13636364,-0.182321557,7400,-0.077986457,-0.089665825,-13.13636364,66
birth,Noun,-0.085,0.480497537,-31.60809472,0.475700654,13,18,28,-12.21186441,-0.169899037,-6900,-0.07804945,-0.097274014,-12.21186441,59
prude,Noun,-0.082,0.480468636,3.811959956,0.486336643,6,11,44,-11.79508197,-0.164303051,-57700,-0.07816523,-0.054667037,-11.79508197,61
hussy,Noun,-0.119,0.480381221,-55.09497995,0.481719201,10,18,39,-17.41044776,-0.23995067,46400,-0.078515425,-0.073155807,-17.41044776,67
applicant,Noun,-0.045,0.480367339,-9.271442845,0.467697427,12,15,39,-6.318181818,-0.090971778,-29800,-0.078571042,-0.129390512,-6.318181818,66
slush,Noun,-0.053,0.480272767,-73.24815958,0.475029661,7,10,40,-7.394736842,-0.105360516,-10200,-0.078949913,-0.099964518,-7.394736842,57
farewell,Noun,-0.108,0.48025017,-74.70523192,0.482087678,9,16,40,-15.65384615,-0.216223108,-9900,-0.079040442,-0.071679963,-15.65384615,65
debris,Noun,-0.017,0.480126597,-28.78389975,0.480341124,12,13,33,-2.086206897,-0.034486176,-56400,-0.079535515,-0.07867606,-2.086206897,58
dissertation,Noun,-0.083,0.480036582,-10.08471324,0.482017994,13,18,29,-12,-0.167054085,18000,-0.079896146,-0.07195906,-12,60
retirement,Noun,-0.108,0.480009459,24.76242683,0.480346467,8,15,42,-15.65384615,-0.216223108,-48500,-0.080004812,-0.078654656,-15.65384615,65
replay,Noun,-0.109,0.479721747,-124.8293824,0.473787757,8,14,33,-15.86363636,-0.219053566,-26800,-0.08115753,-0.104945185,-15.86363636,55
kickoff,Noun,-0.065,0.479683125,-121.0107097,0.485419395,8,12,42,-9.177419355,-0.129211731,-20600,-0.08131227,-0.058338958,-9.177419355,62
commentator,Noun,-0.117,0.479678351,-59.87177623,0.484116789,10,17,33,-17,-0.234400706,11200,-0.081331397,-0.063554228,-17,60
passageway,Noun,-0.082,0.479648543,-33.44836044,0.482427045,15,20,26,-11.79508197,-0.164303051,-21900,-0.08145083,-0.070320783,-11.79508197,61
slobber,Noun,-0.083,0.478973169,-11.19097031,0.480434046,8,13,39,-12,-0.167054085,9400,-0.084156958,-0.078303802,-12,60
sisterhood,Noun,-0.052,0.478862422,-25.30534668,0.483932935,7,10,41,-7.25862069,-0.103540679,-35200,-0.084600733,-0.064290397,-7.25862069,58
height,Noun,-0.118,0.478805177,-89.09953479,0.480834409,9,17,42,-17.14705882,-0.236388778,42200,-0.084830125,-0.076699944,-17.14705882,68
bureaucrat,Noun,-0.106,0.478628761,18.72758051,0.474658411,17,24,25,-15.40909091,-0.212921997,30100,-0.085537072,-0.101453287,-15.40909091,66
paragraph,Noun,-0.133,0.478568432,-6.663756886,0.475407069,9,17,34,-19.5,-0.268263987,-6700,-0.085778832,-0.098451168,-19.5,60
paranoia,Noun,-0.06,0.478532097,-10.71130081,0.47738781,12,16,39,-8.455223881,-0.119545151,13300,-0.085924437,-0.090510497,-8.455223881,67
ire,Noun,-0.125,0.478428332,-34.67380341,0.481678539,10,18,36,-18.25,-0.251314428,36900,-0.08634027,-0.07331867,-18.25,64
fascism,Noun,-0.077,0.478389098,-31.2277137,0.482098176,9,14,42,-11.03846154,-0.15415068,-1200,-0.086497497,-0.071637917,-11.03846154,65
boogie,Noun,-0.089,0.478275783,-18.47662129,0.472252385,10,15,31,-12.89285714,-0.179048231,-22000,-0.086951609,-0.111104612,-12.89285714,56
package,Noun,-0.051,0.478201506,-20.91186448,0.473845417,12,15,32,-7.127118644,-0.101782694,-64600,-0.087249283,-0.104713909,-7.127118644,59
examiner,Noun,-0.07,0.477769787,-94.09228986,0.4844148,10,14,33,-10.02631579,-0.140581951,700,-0.088979513,-0.062361001,-10.02631579,57
ambush,Noun,-0.076,0.477706407,1.429552662,0.478529088,12,17,37,-10.86363636,-0.151806013,-23700,-0.089233535,-0.085936498,-10.86363636,66
hellfire,Noun,-0.032,0.477572294,54.54250587,0.480208153,14,16,33,-4.261904762,-0.063513406,-29800,-0.089771062,-0.079208774,-4.261904762,63
pocketful,Noun,-0.066,0.477467078,-27.99259353,0.474978434,6,10,45,-9.336065574,-0.131336002,-22400,-0.090192778,-0.100169938,-9.336065574,61
entrails,Noun,-0.102,0.47737294,17.49534695,0.481000049,7,13,39,-14.75423729,-0.204095356,-5400,-0.090570101,-0.076036417,-14.75423729,59
gourmet,Noun,-0.031,0.477289405,-36.55132253,0.483766402,13,15,36,-4.1875,-0.062520357,-46000,-0.090904929,-0.064957222,-4.1875,64
fragrance,Noun,-0.045,0.477273906,-32.71754315,0.47980075,19,22,26,-6.21641791,-0.089612159,-37900,-0.090967055,-0.080840998,-6.21641791,67
pest,Noun,-0.045,0.477092885,-42.17052593,0.473783766,11,14,42,-6.21641791,-0.089612159,-29300,-0.09169265,-0.104961192,-6.21641791,67
particle,Noun,-0.13,0.477035918,20.46936529,0.480120713,11,18,25,-18.94444444,-0.260726262,40200,-0.091920997,-0.079559085,-18.94444444,54
bureaucracy,Noun,-0.066,0.476945156,-85.10347861,0.471946917,15,19,27,-9.336065574,-0.131336002,-3000,-0.092284815,-0.1123303,-9.336065574,61
stern,Noun,-0.132,0.476775836,-1.003668511,0.477676449,8,17,43,-19.35294118,-0.266267978,28200,-0.092963549,-0.089353608,-19.35294118,68
deformity,Noun,-0.081,0.476491612,-47.99026179,0.471153132,7,12,43,-11.59677419,-0.161641352,-1100,-0.094102934,-0.115515754,-11.59677419,62
delta,Noun,-0.108,0.476477939,-61.29289134,0.484880754,12,19,34,-15.65384615,-0.216223108,2000,-0.094157749,-0.060495428,-15.65384615,65
treaty,Noun,-0.048,0.476451912,-73.65950463,0.473135454,14,17,31,-6.758064516,-0.096849826,-39100,-0.094262086,-0.107561767,-6.758064516,62
algorithm,Noun,-0.051,0.476450979,-65.50249816,0.478623568,14,17,28,-7.127118644,-0.101782694,-7500,-0.094265826,-0.08555788,-7.127118644,59
choreography,Noun,-0.09,0.476099818,-149.103922,0.472341848,12,18,37,-12.93283582,-0.179585577,2300,-0.095673641,-0.110745659,-12.93283582,67
hurdle,Noun,-0.059,0.476037787,-117.9658984,0.481731948,13,17,38,-8.323529412,-0.117783036,-19800,-0.095922334,-0.073104747,-8.323529412,68
trajectory,Noun,-0.077,0.475877061,-73.57595675,0.476359759,8,13,44,-11.03846154,-0.15415068,-38200,-0.096566729,-0.094631523,-11.03846154,65
geography,Noun,-0.104,0.475813056,-125.3443525,0.477927178,11,18,38,-15.17164179,-0.209720531,-18000,-0.096823346,-0.088348712,-15.17164179,67
theft,Noun,-0.081,0.475674306,-19.49450777,0.476133193,7,12,43,-11.59677419,-0.161641352,-1000,-0.097379657,-0.095539833,-11.59677419,62
keynote,Noun,-0.049,0.475486287,-69.20094815,0.486708722,12,15,34,-6.87704918,-0.098440073,7500,-0.09813353,-0.053177639,-6.87704918,61
knockout,Noun,-0.036,0.475473069,-25.74660304,0.466880421,8,10,38,-4.857142857,-0.071458964,-98400,-0.09818653,-0.132672581,-4.857142857,56
disciple,Noun,-0.044,0.475228971,-97.53346977,0.469997088,7,10,51,-6.117647059,-0.088292607,-47200,-0.0991653,-0.120156001,-6.117647059,68
tax,Noun,-0.076,0.475180138,-64.69630124,0.475426712,12,17,37,-10.86363636,-0.151806013,-30900,-0.099361112,-0.098372406,-10.86363636,66
dawn,Noun,-0.113,0.47491079,-128.0683611,0.473298876,11,18,33,-16.43548387,-0.226773319,-18800,-0.100441197,-0.106906198,-16.43548387,62
colony,Noun,-0.078,0.474676207,-37.01625169,0.475409884,14,19,31,-11.21875,-0.156569061,1500,-0.101381917,-0.098439882,-11.21875,64
finalist,Noun,-0.136,0.474622406,-15.21314113,0.476995163,7,15,37,-19.83898305,-0.272866987,14600,-0.101597678,-0.092084363,-19.83898305,59
curve,Noun,-0.048,0.474394508,-60.61445394,0.474822132,11,14,37,-6.758064516,-0.096849826,-58600,-0.102511647,-0.100796728,-6.758064516,62
journalism,Noun,-0.1,0.474330964,-26.93559422,0.480512214,15,21,24,-14.5,-0.200670695,-18200,-0.102766491,-0.077990653,-14.5,60
overseer,Noun,-0.075,0.474313293,-35.39751219,0.472685538,9,14,44,-10.69402985,-0.149531734,-43600,-0.102837362,-0.109366729,-10.69402985,67
bro,Noun,-0.121,0.474306885,-43.53617636,0.47532092,10,17,31,-17.60344828,-0.242561637,22500,-0.102863063,-0.098796604,-17.60344828,58
magnification,Noun,-0.062,0.474268488,-119.105563,0.476734497,12,16,37,-8.730769231,-0.12323264,-86100,-0.103017059,-0.093129265,-8.730769231,65
thicket,Noun,-0.059,0.474099587,-28.54098078,0.469727562,11,15,42,-8.323529412,-0.117783036,700,-0.103694468,-0.121238037,-8.323529412,68
fib,Noun,-0.067,0.473987889,-20.80269786,0.478640855,9,12,24,-9.5,-0.133531393,-61500,-0.104142467,-0.085488608,-9.5,45
rehearsal,Noun,-0.066,0.47372422,-104.2495232,0.478934662,6,10,45,-9.336065574,-0.131336002,-48400,-0.105200035,-0.084311262,-9.336065574,61
felony,Noun,-0.092,0.47354931,-5.159747703,0.466154538,8,14,43,-13.34615385,-0.185142433,-16900,-0.105901626,-0.135589194,-13.34615385,65
producer,Noun,-0.092,0.473480358,-24.61142763,0.472906965,12,18,35,-13.34615385,-0.185142433,9200,-0.106178208,-0.108478391,-13.34615385,65
glimmer,Noun,-0.052,0.472933336,-53.31554756,0.481257068,9,12,37,-7.25862069,-0.103540679,-22500,-0.108372596,-0.075006873,-7.25862069,58
trickster,Noun,-0.103,0.472347476,-24.22373734,0.471913282,8,15,45,-14.94117647,-0.206614249,-18300,-0.110723075,-0.112465264,-14.94117647,68
gentile,Noun,-0.119,0.472230876,-14.4891539,0.473690272,5,12,42,-17.29661017,-0.238411023,-25700,-0.111190912,-0.105336204,-17.29661017,59
circumference,Noun,-0.09,0.472202841,8.094197019,0.472102544,10,16,41,-12.93283582,-0.179585577,-29900,-0.111303401,-0.111705835,-12.93283582,67
courtship,Noun,-0.107,0.472128437,-25.17739676,0.471252443,7,13,36,-15.57142857,-0.21511138,7200,-0.111601939,-0.115117189,-15.57142857,56
crunch,Noun,-0.109,0.471763865,-39.41666839,0.475766141,8,15,41,-15.90625,-0.219628609,12100,-0.113064833,-0.097011449,-15.90625,64
earthling,Noun,-0.088,0.471631762,-75.39003026,0.469108967,18,24,26,-12.73529412,-0.176930708,-59700,-0.113594943,-0.123721707,-12.73529412,68
anecdote,Noun,-0.091,0.471398116,-65.36849117,0.465285697,14,19,22,-13.13636364,-0.182321557,-28100,-0.114532572,-0.139080973,-13.13636364,55
optic,Noun,-0.121,0.471285885,-61.82984012,0.47104752,10,18,38,-17.68181818,-0.243622083,5000,-0.114982976,-0.115939618,-17.68181818,66
inflation,Noun,-0.106,0.471009225,-40.65466772,0.467358695,8,15,43,-15.40909091,-0.212921997,-2700,-0.116093314,-0.130751179,-15.40909091,66
noir,Noun,-0.107,0.470966468,-67.86496724,0.464814561,10,16,30,-15.57142857,-0.21511138,-9700,-0.116264919,-0.14097477,-15.57142857,56
swindler,Noun,-0.076,0.470819709,-16.82366091,0.46890625,12,17,37,-10.86363636,-0.151806013,-34000,-0.116853952,-0.124535703,-10.86363636,66
foreplay,Noun,-0.066,0.470738629,-103.0154703,0.474321495,9,13,39,-9.336065574,-0.131336002,-29200,-0.117179384,-0.102804469,-9.336065574,61
alias,Noun,-0.069,0.470684344,-112.9047734,0.473727803,10,14,34,-9.844827586,-0.138150338,-59200,-0.11739727,-0.105185663,-9.844827586,58
gratitude,Noun,-0.123,0.470659657,-72.88143265,0.477222952,9,17,39,-17.96153846,-0.247408173,8900,-0.117496361,-0.091171291,-17.96153846,65
annex,Noun,-0.077,0.47060772,-89.19061799,0.478320458,10,15,40,-11.03846154,-0.15415068,-62700,-0.117704826,-0.086772574,-11.03846154,65
reentry,Noun,-0.077,0.470553252,-96.59612764,0.46493304,9,14,42,-11.03846154,-0.15415068,-17300,-0.117923456,-0.140498502,-11.03846154,65
interrogation,Noun,-0.065,0.470491552,-115.8181769,0.470548512,7,11,44,-9.177419355,-0.129211731,-33300,-0.118171114,-0.11794248,-9.177419355,62
inheritance,Noun,-0.088,0.470490101,-83.85342536,0.469985003,9,15,44,-12.73529412,-0.176930708,-18700,-0.118176941,-0.120204516,-12.73529412,68
admirer,Noun,-0.119,0.470477473,-76.34944694,0.471010236,8,16,43,-17.41044776,-0.23995067,-41200,-0.118227627,-0.116089255,-17.41044776,67
sake,Noun,-0.062,0.470457253,-76.70091797,0.461869843,9,13,42,-8.875,-0.125163143,-97400,-0.118308794,-0.152817332,-8.875,64
ammunition,Noun,-0.131,0.470356587,-35.43510854,0.468416727,14,22,25,-19.17213115,-0.263814591,11600,-0.11871287,-0.12650152,-19.17213115,61
enrollment,Noun,-0.03,0.469729096,-73.14136309,0.470652561,7,9,50,-4.045454545,-0.060624622,-54900,-0.121231878,-0.117524842,-4.045454545,66
architecture,Noun,-0.037,0.469693617,-64.35267308,0.469058936,14,16,24,-5.055555556,-0.074107972,-91500,-0.121374318,-0.123922601,-5.055555556,54
brute,Noun,-0.132,0.469573592,-67.09559894,0.462692813,7,16,45,-19.35294118,-0.266267978,44500,-0.121856193,-0.149506612,-19.35294118,68
busybody,Noun,-0.052,0.469522158,-53.42459843,0.469982084,13,16,29,-7.25862069,-0.103540679,-69900,-0.122062696,-0.120216236,-7.25862069,58
blacklist,Noun,-0.081,0.469292577,-65.86490794,0.469292237,11,16,35,-11.59677419,-0.161641352,-32500,-0.122984472,-0.122985838,-11.59677419,62
socialism,Noun,-0.09,0.46926798,-114.6860457,0.472041301,16,22,29,-12.93283582,-0.179585577,-43100,-0.123083231,-0.111951573,-12.93283582,67
clarity,Noun,-0.152,0.469091942,2.911283734,0.470509775,4,14,48,-22.22727273,-0.30538165,-4000,-0.123790068,-0.11809797,-22.22727273,66
recorder,Noun,-0.185,0.468773386,23.76731598,0.476145193,13,25,27,-27.19230769,-0.373513508,48300,-0.125069232,-0.095491724,-27.19230769,65
prowl,Noun,-0.088,0.468650723,-45.43224516,0.473515237,9,15,44,-12.73529412,-0.176930708,-26400,-0.125561811,-0.106038299,-12.73529412,68
aggressiveness,Noun,-0.045,0.46849827,-151.1643862,0.472436825,15,18,33,-6.318181818,-0.090971778,-46600,-0.126174044,-0.110364586,-6.318181818,66
seeker,Noun,-0.031,0.468420389,-67.21575347,0.467079322,12,14,38,-4.1875,-0.062520357,-81800,-0.126486812,-0.131873492,-4.1875,64
nutrition,Noun,-0.083,0.46828781,-139.4771372,0.46322956,12,17,31,-12,-0.167054085,-27600,-0.127019261,-0.147347776,-12,60
bluff,Noun,-0.077,0.468228893,-76.08089942,0.459984234,10,15,40,-11.03846154,-0.15415068,-44500,-0.127255883,-0.160406122,-11.03846154,65
denominator,Noun,-0.074,0.467984711,-138.7033001,0.464986948,10,14,30,-10.61111111,-0.148420005,-28100,-0.128236599,-0.140281807,-10.61111111,54
accelerant,Noun,-0.047,0.467892221,-137.4202859,0.470410324,13,16,35,-6.53125,-0.093818755,-75900,-0.128608089,-0.118497166,-6.53125,64
constellation,Noun,-0.088,0.467791617,-109.619831,0.469703786,15,21,32,-12.73529412,-0.176930708,-50900,-0.129012174,-0.121333492,-12.73529412,68
city,Noun,-0.102,0.467755002,-29.95811628,0.457894872,11,17,31,-14.75423729,-0.204095356,-3400,-0.129159245,-0.168820327,-14.75423729,59
mercy,Noun,-0.131,0.46772464,-45.15926698,0.464372036,4,12,45,-19.17213115,-0.263814591,-10900,-0.129281201,-0.14275379,-19.17213115,61
humanity,Noun,-0.129,0.467681193,-138.9193983,0.465904275,11,19,32,-18.85483871,-0.259511195,31500,-0.129455719,-0.136594891,-18.85483871,62
hotline,Noun,-0.059,0.467452546,-96.82062762,0.462832971,9,13,46,-8.323529412,-0.117783036,-62800,-0.130374171,-0.148942853,-8.323529412,68
documentary,Noun,-0.094,0.467328479,-138.8316693,0.480438473,16,22,26,-13.5625,-0.188052232,-62600,-0.130872557,-0.078286068,-13.5625,64
plague,Noun,-0.176,0.467325771,-48.11113552,0.468425786,11,23,34,-25.97058824,-0.356674944,56400,-0.130883437,-0.126465137,-25.97058824,68
